model_version,factor_type,enrollment_status,medicaid_status,dual_status,orec,institutional_status,variable,description,coefficient
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC1,HIV/AIDS,0.335
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC1,HIV/AIDS,0.287
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC1,HIV/AIDS,0.595
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC1,HIV/AIDS,0.396
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC1,HIV/AIDS,0.482
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC1,HIV/AIDS,0.2
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC1,HIV/AIDS,1.722
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.352
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.414
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.453
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.53
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.316
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.297
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC2,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",0.324
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC6,Opportunistic Infections,0.424
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC6,Opportunistic Infections,0.74
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC6,Opportunistic Infections,0.572
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC6,Opportunistic Infections,0.803
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC6,Opportunistic Infections,0.318
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC6,Opportunistic Infections,0.658
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC6,Opportunistic Infections,0.534
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC8,Metastatic Cancer and Acute Leukemia,2.659
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC8,Metastatic Cancer and Acute Leukemia,2.714
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC8,Metastatic Cancer and Acute Leukemia,2.566
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC8,Metastatic Cancer and Acute Leukemia,2.801
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC8,Metastatic Cancer and Acute Leukemia,2.455
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC8,Metastatic Cancer and Acute Leukemia,2.659
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC8,Metastatic Cancer and Acute Leukemia,1.303
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC9,Lung and Other Severe Cancers,1.024
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC9,Lung and Other Severe Cancers,0.91
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC9,Lung and Other Severe Cancers,1.01
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC9,Lung and Other Severe Cancers,1.001
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC9,Lung and Other Severe Cancers,1.001
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC9,Lung and Other Severe Cancers,0.88
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC9,Lung and Other Severe Cancers,0.623
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC10,Lymphoma and Other Cancers,0.675
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC10,Lymphoma and Other Cancers,0.663
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC10,Lymphoma and Other Cancers,0.717
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC10,Lymphoma and Other Cancers,0.756
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC10,Lymphoma and Other Cancers,0.648
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC10,Lymphoma and Other Cancers,0.667
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC10,Lymphoma and Other Cancers,0.461
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.307
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.345
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.317
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.355
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.33
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC11,"Colorectal, Bladder, and Other Cancers",0.351
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC11,"Colorectal, Bladder, and Other Cancers",0.294
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.15
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.212
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.158
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.212
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.154
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.181
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC12,"Breast, Prostate, and Other Cancers and Tumors",0.21
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC17,Diabetes with Acute Complications,0.302
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC17,Diabetes with Acute Complications,0.351
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC17,Diabetes with Acute Complications,0.34
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC17,Diabetes with Acute Complications,0.423
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC17,Diabetes with Acute Complications,0.326
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC17,Diabetes with Acute Complications,0.373
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC17,Diabetes with Acute Complications,0.44
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC18,Diabetes with Chronic Complications,0.302
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC18,Diabetes with Chronic Complications,0.351
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC18,Diabetes with Chronic Complications,0.34
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC18,Diabetes with Chronic Complications,0.423
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC18,Diabetes with Chronic Complications,0.326
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC18,Diabetes with Chronic Complications,0.373
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC18,Diabetes with Chronic Complications,0.44
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC19,Diabetes without Complication,0.105
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC19,Diabetes without Complication,0.124
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC19,Diabetes without Complication,0.107
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC19,Diabetes without Complication,0.145
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC19,Diabetes without Complication,0.087
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC19,Diabetes without Complication,0.122
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC19,Diabetes without Complication,0.178
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC21,Protein-Calorie Malnutrition,0.455
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC21,Protein-Calorie Malnutrition,0.674
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC21,Protein-Calorie Malnutrition,0.693
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC21,Protein-Calorie Malnutrition,0.723
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC21,Protein-Calorie Malnutrition,0.457
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC21,Protein-Calorie Malnutrition,0.679
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC21,Protein-Calorie Malnutrition,0.267
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC22,Morbid Obesity,0.25
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC22,Morbid Obesity,0.183
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC22,Morbid Obesity,0.383
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC22,Morbid Obesity,0.297
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC22,Morbid Obesity,0.233
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC22,Morbid Obesity,0.204
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC22,Morbid Obesity,0.455
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.194
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.378
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.211
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.299
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.174
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC23,Other Significant Endocrine and Metabolic Disorders,0.319
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC23,Other Significant Endocrine and Metabolic Disorders,0.379
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC27,End-Stage Liver Disease,0.882
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC27,End-Stage Liver Disease,1.065
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC27,End-Stage Liver Disease,1.111
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC27,End-Stage Liver Disease,1.101
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC27,End-Stage Liver Disease,0.729
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC27,End-Stage Liver Disease,0.887
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC27,End-Stage Liver Disease,0.874
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC28,Cirrhosis of Liver,0.363
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC28,Cirrhosis of Liver,0.334
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC28,Cirrhosis of Liver,0.411
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC28,Cirrhosis of Liver,0.365
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC28,Cirrhosis of Liver,0.403
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC28,Cirrhosis of Liver,0.341
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC28,Cirrhosis of Liver,0.485
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC29,Chronic Hepatitis,0.147
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC29,Chronic Hepatitis,0.314
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC29,Chronic Hepatitis,0.042
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC29,Chronic Hepatitis,0.292
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC29,Chronic Hepatitis,0.181
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC29,Chronic Hepatitis,0.238
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC29,Chronic Hepatitis,0.485
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC33,Intestinal Obstruction/Perforation,0.219
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC33,Intestinal Obstruction/Perforation,0.503
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC33,Intestinal Obstruction/Perforation,0.258
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC33,Intestinal Obstruction/Perforation,0.538
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC33,Intestinal Obstruction/Perforation,0.232
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC33,Intestinal Obstruction/Perforation,0.552
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC33,Intestinal Obstruction/Perforation,0.352
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC34,Chronic Pancreatitis,0.287
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC34,Chronic Pancreatitis,0.58
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC34,Chronic Pancreatitis,0.349
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC34,Chronic Pancreatitis,0.762
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC34,Chronic Pancreatitis,0.371
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC34,Chronic Pancreatitis,0.597
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC34,Chronic Pancreatitis,0.422
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC35,Inflammatory Bowel Disease,0.308
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC35,Inflammatory Bowel Disease,0.523
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC35,Inflammatory Bowel Disease,0.275
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC35,Inflammatory Bowel Disease,0.551
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC35,Inflammatory Bowel Disease,0.275
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC35,Inflammatory Bowel Disease,0.543
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC35,Inflammatory Bowel Disease,0.355
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.401
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.378
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.558
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.682
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.443
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.435
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC39,Bone/Joint/Muscle Infections/Necrosis,0.401
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.421
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.367
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.371
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.328
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.347
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.264
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC40,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease,0.292
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC46,Severe Hematological Disorders,1.372
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC46,Severe Hematological Disorders,3.566
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC46,Severe Hematological Disorders,1.214
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC46,Severe Hematological Disorders,4.309
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC46,Severe Hematological Disorders,1.234
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC46,Severe Hematological Disorders,4.138
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC46,Severe Hematological Disorders,0.799
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC47,Disorders of Immunity,0.665
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC47,Disorders of Immunity,0.86
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC47,Disorders of Immunity,0.452
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC47,Disorders of Immunity,0.691
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC47,Disorders of Immunity,0.674
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC47,Disorders of Immunity,0.594
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC47,Disorders of Immunity,0.576
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.192
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.312
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.221
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.298
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.186
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.33
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC48,Coagulation Defects and Other Specified Hematological Disorders,0.19
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC51,Dementia With Complications,0.346
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC51,Dementia With Complications,0.224
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC51,Dementia With Complications,0.453
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC51,Dementia With Complications,0.256
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC51,Dementia With Complications,0.42
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC51,Dementia With Complications,0.257
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC51,Dementia With Complications,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC52,Dementia Without Complication,0.346
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC52,Dementia Without Complication,0.224
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC52,Dementia Without Complication,0.453
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC52,Dementia Without Complication,0.256
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC52,Dementia Without Complication,0.42
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC52,Dementia Without Complication,0.257
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC52,Dementia Without Complication,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC54,Substance Use with Psychotic Complications,0.329
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC54,Substance Use with Psychotic Complications,0.543
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC54,Substance Use with Psychotic Complications,0.538
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC54,Substance Use with Psychotic Complications,0.896
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC54,Substance Use with Psychotic Complications,0.372
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC54,Substance Use with Psychotic Complications,0.679
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC54,Substance Use with Psychotic Complications,0.178
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.329
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.279
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.538
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.356
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.372
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.275
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",0.178
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.329
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.247
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.538
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.348
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.372
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.275
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC56,"Substance Use Disorder, Mild, Except Alcohol and Cannabis",0.178
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC57,Schizophrenia,0.524
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC57,Schizophrenia,0.352
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC57,Schizophrenia,0.57
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC57,Schizophrenia,0.381
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC57,Schizophrenia,0.495
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC57,Schizophrenia,0.309
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC57,Schizophrenia,0.187
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC58,Reactive and Unspecified Psychosis,0.393
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC58,Reactive and Unspecified Psychosis,0.352
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC58,Reactive and Unspecified Psychosis,0.57
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC58,Reactive and Unspecified Psychosis,0.231
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC58,Reactive and Unspecified Psychosis,0.449
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC58,Reactive and Unspecified Psychosis,0.239
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC58,Reactive and Unspecified Psychosis,0.187
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.309
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.164
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.299
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.127
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.306
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.109
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC59,"Major Depressive, Bipolar, and Paranoid Disorders",0.187
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC60,Personality Disorders,0.309
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC60,Personality Disorders,0.108
CMS-HCC-2020,Disease,Continuing,Yes,Full,Aged,No,HCC60,Personality Disorders,0.299
CMS-HCC-2020,Disease,Continuing,Yes,Full,Disabled,No,HCC60,Personality Disorders,0.1
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Aged,No,HCC60,Personality Disorders,0.255
CMS-HCC-2020,Disease,Continuing,Yes,Partial,Disabled,No,HCC60,Personality Disorders,0.065
CMS-HCC-2020,Disease,Continuing,Institutional,,,Yes,HCC60,Personality Disorders,0
CMS-HCC-2020,Disease,Continuing,No,Non,Aged,No,HCC70,Quadriplegia,1.242
CMS-HCC-2020,Disease,Continuing,No,Non,Disabled,No,HCC70,Quadriplegia,1.001
